date,title,review,rating
2023-05-19 11:07:35,Amazing!,"I am absolutely amazed by the ChatGPT app and its incredible capabilities. As an AI chatbot enthusiast, I’ve tried various apps, but none have impressed me as much as ChatGPT. It has completely changed the way I interact and engage with an AI assistant.

First and foremost, the app’s user interface is clean, modern, and easy to navigate. The developers have done an excellent job of creating an intuitive design that allows users to seamlessly chat with the AI assistant. I particularly appreciate the simplicity of the interface, making it accessible for users of all technical backgrounds.

Still have some small bugs to fix.",5
2023-05-19 02:59:47,Best app on my phone. Like your virtual assistant and buddy,"I love chatGPT and was an early user and tester and then subscriber. Just when I thought things couldn’t get better this app comes out. The voice transcription is such a game changer and such a better way to interact with it. The haptic feedback is super cool and of course the knowledge it gives you is awesome and helpful in all aspects of life. With the voice transcription I feel it knows you even better and gives better advice. It’s like a virtual assistant, life coach, dating coach, programmer, friend, and so much more. Thank you so much for existing chatGPT!",5
2023-05-20 22:21:03,Absolutely phenomenal!,"This app has exceeded my expectations in every way. The AI-powered ChatGPT is incredibly intelligent, providing accurate and helpful responses to all my queries. The conversational experience feels natural and engaging, making it a joy to interact with. The vast knowledge base ensures that I receive up-to-date information on a wide range of topics. The app's user interface is sleek, intuitive, and easy to navigate, enhancing the overall user experience. I highly recommend this app to anyone seeking an intelligent and reliable virtual assistant. It deserves every bit of its 5-star rating!",5
2023-06-07 13:35:15,Needs Improvement for Better User Experience,"I recently downloaded this app with high hopes, but unfortunately, I found it to be lacking in a few key areas that greatly impact its usability and overall experience.

The first issue I encountered was the user interface. It felt unpolished and difficult to navigate. The flow between different sections of the app was not intuitive, and I often found myself getting lost or not knowing where to find the features I needed. I think a redesign focusing on ease of navigation and user friendliness could greatly improve the experience.

In terms of functionality, the app could benefit from a wider array of tools. The available features are rather sparse, which limits the app's usefulness. Expanding the toolset would certainly make the app more competitive and versatile, making it more appealing to potential users.

In its current state, the app falls short of expectations. However, I believe with a more user-friendly interface and a wider array of tools, it has the potential to be a great app. I hope the developers take these constructive criticisms into consideration for future updates.",1
2023-06-20 19:02:56,You guys changed it too much,"I was writing my own Star Wars story using the help of ChatGPT. Earlier, this app was willing to generate almost anything. Now GPT won’t even generate my main character having a lightsaber duel on Mustafar all because it’s too “violent” and “revenge”. What? I don’t understand how my story promotes violence when it’s literally a Star Wars story.

How is it you guys allow this AI to have a bad guy cut off a characters hand, but won’t allow a duel on Mustafar?? Please change it back to how it was before. I understand the AI not being able to generate NSFW content. That is understandable. But I hate them not being able to generate fight scenes the way I want them to go.",3
2023-05-28 11:15:29,Pretty Cool but Lackluster,"While the interface is nice and has nice options as well as being able to text to speak, i really feel that there should be a “Text to Speech” option for Chat GPT to respond with for people who just want to talk to the bot and have it talk back (maybe visually impaired or easier to use during a task??). Anyway everything else is nice and all that, Chat just needs to be able to have access to the internet soon so it can give live updates on things like weather and events and all that. Overall cool and would love to see this evolve!",4
2023-05-19 00:54:09,Love it,"I’ve been using the open AI website for many months now, and have introduced GPT to many if my friends and really spread it to a lot of people. I feel that this app is a bit step. It makes this amazing technology more accessible to so many people, and will surely spread its influence. I have noticed that the application feels more responsive than the website, and the response times are quicker. It is also more satisfying to use, and feels less like a robot, and slightly more like you’re texting a very intelligent human. I love it.",5
2023-06-01 18:42:35,ChatGPT,"This app is truly the future. People may not realize it yet but this is the next biggest technological advancement since the smart phone. ChatGPTs implications are truly endless and this pocket assistant will be used by everyone. The only thing I hope to see is an added image feature where it can show you images of information on subjects such as anatomy or be able to diagnose images sent to it by using image databases, this app can greatly improve Americans relationship with healthcare by providing at home diagnostics.",5
2023-07-20 23:39:12,Amazing app,"This app is good. I use this app to get help on my schoolwork, and the fact that I don’t have to pay for most features is amazing. I tried two other apps that had way more reviews than this, and I could only send three messages before it told me to pay. If you are looking for an app that is free and not having to worry about paying, look no further. If you are wanting to get an app that you can pay for though, I suggest something different. but still, this app is really good.",5
2023-06-18 06:35:16,Is crazy how many things u can do on chat gpt definitely a 5 star app,"I had always need it a paper something for me to guide and could go deeper if I wanted to this helped me so much to work on a made up story I was always dreaming of doing but never had a guide yet this app gave me so many details I was entirely impressed how this app goes so much further in , as of now I don’t have no complains is running perfectly fine and I’m actually surprised this app is free overall a good app to get your hands into if u need a guide through",5
2023-05-19 01:43:50,Still lots to work on but great for launch,"Works amazing already! Hopefully there’s a few redesigns to make the app appear friendlier for example: maybe have a tab on the top left to see chats instead of the swipe, more customization options like other modes besides like and dark mode, etc. I also noticed my phone got a little hotter than usual using the app just an fyi. But overall, the app does exactly what you’d use ChatGPT for in the same manner as the website. Only negatives for me are the UI but the app is amazing. Recommend everyone give this a try!",4
2023-05-18 22:45:05,Not up to date,"So, anytime you ask a question it says it “cutoff knowledge” is only up to September 2021. 

“As an AI language model, my responses are generated based on a snapshot of data available at a specific point in time, referred to as the ""knowledge cutoff."" This means that the information and events I'm aware of are up to September 2021. I don't have direct access to real-time information or the ability to browse the internet. However, I can still provide general information and engage in conversations on a wide range of topics based on what I learned during my training. For the most recent and accurate information, it's always a good idea to consult up-to-date sources or news outlets.",2
2023-06-29 06:25:49,Great Tool and Learning Toy,"I love how this helps control my ADHD by answering every little question my brain can come up with. It's like having the world's greatest professors there at your beck and whim. The iOS app makes it all more convenient and works phenomenally. While unfortunately some political-based censorship exists on this service, it is a fun game to get around it and it becomes an entertaining game in its own right to find knowledge for knowledge's sake. ""I'm sorry, my responses are limited. You must ask the right question."" - Dr. Lanning",5
2023-05-19 05:47:42,automatically wrap to the next line in Persian language,"First of all, I would like to congratulate and thank you for the app. I also wanted to bring to your attention an issue regarding the use of the Persian language in the app. When an answer is displayed in a list format, each item appears only on a single line. It doesn't automatically wrap to the next line when the characters exceed the width of the screen. Please consider addressing this issue, as it does not occur when using the English language.",5
2023-05-19 05:27:49,"Amazing AI, Good App","Love the AI, like the app. I like the gesture from the left to open history and gesture from right to open a new chat. Love the ability to search chats (can’t believe it came to mobile before desktop, desktop really needs this!). And like the speech to text, more accurate than iOS text to speech! However, there’s still more to be desired with the lack of plug-in and web browsing support for Plus subscribers. And feel like we need a Home Screen or something that has all your chats instead of having chat history in a drawer.",4
2023-05-20 05:06:11,Pros and Cons,"On the bright side, this is what we all have been waiting for. A dedicated iOS app for ChatGPT. Amazing Haptics, Faster response and a visually stunning design. Appears to have better server connectivity and load responses much faster.
Places to work: The history tab and option to switch between chats is underwhelming. As a Plus member it’s also sad that that I cannot select the plug-ins I wish to use. I have to load an older chat with the plug-ins already enabled. Which is 6 extra clicks before starting to chat.",5
2023-05-19 06:45:16,Great job and some minor issues,"I’ve been trying out the iOS client and found it to be very useful, with a significantly better user experience compared to accessing it via the mobile web. You’ve really done a great job and I want to express my thanks! I would like to bring up three minor issues: Firstly, the plugin feature is not very user-friendly. Secondly, the interaction of switching chat histories could be more intuitive. Lastly, my phone tends to heat up while using the app",5
2023-05-18 21:54:12,No snags yet..no privacy either oh well,I literally was just thinking that it would be so convenient if there was an app. Needed to check my grammar for a work email and simultaneously saw the headline about the app launch. It was a quick install with no issues. Even created a new account. Seems polished enough! We'll see if there are issues going forward. Curious about server capacity and if we'll be out of luck at random times. But it's great for now. All your info are belong to OpenAI so proceed with caution.,5
2023-06-14 22:27:11,It’s the best AI app for conversations,"I have had an excellent experience using ChatGPT! It consistently delivers insightful and relevant responses, making our conversations engaging and informative. The AI's ability to understand and generate coherent sentences is truly impressive. It has helped me find answers to various questions, explore different topics, and even engage in casual discussions. The flexibility and breadth of knowledge exhibited by ChatGPT are commendable. Overall, I highly appreciate the capabilities and utility of this AI chatbot, and I'm grateful for the assistance it provides.",5
2023-05-20 05:29:01,Had to get it right away!,"As soon as I learned they made an app for this, I had to grab it right away. Chatgpt has been very helpful for me bringing ideas together, writing emails, making product descriptions, and more. I’m on my phone all the time, so it’s amazing it’s in app form now! 

The typing vibration kind of threw me off at first but I kind of like it! I feel like the response was fast. And the experience seems to be just as good as the website for me, as someone who uses it in its basic form.",5
2023-05-30 06:10:42,"""Powerful Software with a Simple Interface, but Room for Improvement on iPad 12 Pro""","I like the capabilities of the software, and use it all the time. As far as the application itself, I like the user interface. Very simplistic and straight forward. Using the application on an iPad has a window size that is not well fit with the window screens. Specifically for me and iPad 12 pro. 

So I mean; I used this software very often, I mean so often that I used it to generate some parts of this review 💅",5
2023-05-19 17:58:17,Flawless AI Companion: ChatGPT iOS App - A 5-Star Gem!,"ChatGPT’s iOS app is an absolute delight. With its sleek interface, impressive language abilities, and flawless performance, it deserves nothing less than a 5-star rating. The app’s design is intuitive, making interactions seamless and enjoyable. ChatGPT’s vast knowledge base ensures accurate and personalized responses, while its reliability guarantees prompt assistance. Privacy and security are prioritized, further enhancing the overall experience. If you’re looking for a top-notch AI companion, look no further than the ChatGPT iOS app.",5
2023-05-19 19:46:31,Feedbacks,"Can you have the settings tab in the left hand side just like the browser?

I’m literally giving 5/5 stars because I spoke in multiple languages through voice to text and it understands the differences in each language and answered me correctly. I couldn’t do this on the computer. 

Could we add the functionality of camera in the future? Like what it can identify using the camera pointing in front of us and using voice a the same time?",5
2023-05-19 00:17:47,Amazing and fast,"I recently had the opportunity to use the ChatGPT app, and I must say, it truly impressed me with its exceptional speed. From the moment I launched the app, I was amazed by how quickly it responded to my queries, providing near-instantaneous answers. One of the standout features of the ChatGPT app is its responsiveness. OpenAi have clearly prioritized optimizing its performance, allowing for a seamless and uninterrupted conversation with the AI. Whether I was typing in a question or waiting for a response, I found myself appreciating the app's swift execution.",5
2023-05-19 14:35:34,Does the basics but needs more,"It does the basic things the website can do but it needs more features to differentiate it from just opening it in the browser. Particularly:
**Siri / voice response integration: in an app form, you should allow for one button back and forth voice interaction, including allowing the app to use the iOS speech to text to speak its response back to you
**Plug-ins and Browsing mode selector: As a paid subscriber, let me choose which plugins to utilize for a plug-in session, or to enable its Browsing functionality. 
**Shortcuts integration: let me interact with the app with custom shortcuts.",3
2023-05-28 04:01:42,Not bad overall - Edit prompt and Generate response needed,"Simple and not complicated at all user interface. Easy to navigate around and overall a good user experience. However, there is no option to generate a different response to the same prompt and to edit a prompt I wrote like how you would in the web version. In my opinion, I would still use the web version due to those features. The mobile version would be better for quicker access and response.",4
2023-05-19 12:53:52,No More Knock-Offs!,"Open Ai’s ChatGPT has taken the world by storm! It’s the perfect example of  ‘Disruptive Innovation,’ creating tremendous opportunities and job security risks. As this technology continues to be invest into by MSFT and constantly improved by OpenAi, we’re going to see a significant shift in the labor force statistics 10-20 years down the line.

There are too many knock off apps that have taken this technology for profit, but I am happy that OpenAI has officially released their own app for free.

No more knock-offs and exploitations! Here is the real deal!",5
2023-05-18 23:10:18,Suggestion for Word Lookup Feature,"The ChatGPT app offers great functionality, but it lacks a word lookup feature. Unlike the iPhone's built-in ""look up"" option, when you long press on a word in the app, you can only copy, rate, or regenerate. This means users have to rely on asking ChatGPT for word meanings instead of easily looking them up. Adding a word lookup feature would greatly enhance the app's usability and save users time. Overall, ChatGPT is valuable, but this addition would make it even better.",4
2023-05-19 10:57:40,Pretty basic so far,"I know they just released this app, but the app is so basic right now and I would go back to use the mobile website instead ngl. Check out “OpenCat” app, it’s a gpt app I found on Twitter and it has all the features GPT has to offer, it can also read out the generated response.  I personally recommend it and had been using it for awhile till my trial ended. But it gives you the idea of how a ChatGPT app should be like. If the developer team saw this message, I hope you guys go take a look of that app and I look forward to seeing new update of this app soon!",3
2023-05-19 04:52:46,Love chat gpt! This app is broken,"This is for the DEV team. You have a processing problem or a memory leak. The app is cooking my phone and driving the temp through the roof. Tried several different apps for varying times, it is this app for sure. The phone gets uncomfortably warm and battery starts to drain very quickly . If this is not some sort of bug, you probably have offloaded some sort of general processing to the phone to save you processing cost at your data center or (AWS). For further detail, this is an iPhone 12 medium tier. Happy to change to a 5 star when fixed. Not that any of it matters this is going to be a top downloaded app in the next week or so if not already. Chat GPT is fantastic.",1
2023-06-17 02:22:16,Please Include a Trial Version,"I am writing to suggest the inclusion of trial versions for apps on your platform. Having the option to try an app before purchasing would greatly benefit both users and developers. A trial version would allow us to explore an app's features and functionality, enabling confident purchasing decisions. It would also provide valuable feedback for developers to improve their apps based on real user experiences. Please consider implementing this feature to enhance the overall user experience on the AppStore.
Thank you for your attention.",3
2023-05-19 03:18:20,Not for iPad,"Well, it is the official and real ChatGPT.  It is an iPhone only app, but can be used on an iPad, has the little button that magnify the size of the app box to better fit the iPad screen.  Here is my complaint.  You have software that is literally capable of writing the software for your app, yes with input and manipulation of a human programmer.  Still, how do you not have a more polished app that runs natively on both iPad and iPhone, with all the power of ChatGPT at your disposal.  Please try again, and have your developer ask ChatGPT for help.  Also, could use some work on the layout, some parts run together or overlap that shouldn’t.  Overall this was obviously a very rushed-out-the-door app, sad.",1
2023-05-20 14:58:51,AI Chat Companion Like No Other,"The OpenAI ChatGPT iOS app has been a game changer for me. The user interface is clean and intuitive, which makes it incredibly easy to navigate. The AI is surprisingly adept, providing responses that are thoughtful, coherent, and often indistinguishable from a human correspondent. It's remarkably useful for brainstorming, answering queries, or simply having meaningful conversations. If you're looking for an AI companion that pushes the boundaries of what's possible, then this app is for you. A well-deserved five stars!",5
2023-06-10 08:50:29,Amazing almost unbelievable,"this is the most impressive AI utility I’ve ever used, this is exactly what I imagined AI chat would be like and have always been let down im glad I gave this a shot keep doing whatever you guys do it is amazing, can’t wait to see the growth and possibilities I see all phones and smart systems such as Siri and Alexa being able to utilize this feature when it is further developed and more accepted and utilized by more and more people!",5
2023-06-05 03:51:37,This app is amazing,"Hi so there are so many reasons why I love this app for starters anytime I feel I need to talk to someone the AI is there and it's helped answer many of my questions and my concerns, so if you are the type who just needs help but your social life is not the best and don't have many friends or just need someone at the moment to talk to I highly suggest this app. Though it is not flawless and it is a little out of date it is still a great app",5
2023-05-19 00:00:36,Amazing Work from OpenAI,"This is an amazing app! My everyday life has been so much more efficient thanks to ChatGPT. As a high schooler, I use it to help me study for exams and assist with my coding projects as well. The app gives it a much more modern feel, with a brand new search feature that lets you browse through your past conversations. Plus, everything is saved to your account so you can access conversations on all devices. Thank you so much, OpenAI!",5
2023-06-04 06:46:11,Important questions get best results,"Some of you are complaining about your results, but fail to show what questions you are asking. I suspect it’s because you really don’t have much going on in life, and that your questions are about as pedantic.

I just tried this app for the first time tonight. I asked it legal questions (for of them) — questions I knew the answers to, just to test it out.

Absolutely flawless; like no other…",5
2023-06-13 08:09:44,"Honestly, this is the most well deserved 5-star app I have truly ever used.","I have been with iPhone since the original… yes OG. I understand people that give this app less than 5-star. They simply are idiotic. Honest to god, this program is 10 years ahead of it’s time. This is absolute groundbreaking on so many levels. Has helped me educationally, technologically, artistically, creatively. Just what I always wanted and wished google was. Truly inspirational.",5
2023-05-18 21:25:47,Better than the Bing web version!,"This is the real deal from the company that’s making all the news. Comparing it to Bing Chat, which uses the same ai, the results are better. For example, asking it to write the chords and melody for God Bless America, this app produced an easy to follow song chart with chords, lyrics, and melody whereas the web version provides a detailed explanation how to play it, it’s not in a format that can be easy followed and sung/played.",5
2023-05-18 19:17:06,gpt,"1.	 Chat GPT is a highly advanced artificial intelligence model trained and developed by OpenAI. It can understand and respond to all kinds of queries, provide information, and in many scenarios, its performance is almost the same as a real human being.

2.	 In addition to providing factual information, chat GPT can also participate in creative and analytical discussions. For example, it can generate stories, help solve problems, or provide opinions.

3.	 Because the training data of chat GPT comes from a large number of Internet texts, it has a wide range of knowledge, including a variety of topics, from science to art, from history to modern pop culture.

4.	 Another advantage of chat GPT is that it can provide 24-hour service, and it can respond in time no matter what time the user has problems.",5
2023-05-27 00:07:51,No support for plug-ins and non intuitive UI,"No support for plug-ins in and browsing makes this app a non starter. Hopefully they'll add support. This is why it has a one star rating from me. The UI is strange and doesn't fit with iOS apps. You'd expect to swipe back to access chat history, but you can't. Also, you'd expect the menu to be in the left hand corner, but it's in the right. It's just odd UX design. There's also no dark mode. Finally, when I heard voice support I expected that it would talk back. If all its going to do is transcribe my text... well, that's a native feature of iOS. That's not really a new feature. Please add text to voice for the generated responses.",1
2023-06-25 04:20:59,Amazing!!,I’m so grateful that they finally added iPad compatibility. The only thing left now is to wait for them to add plugins to the app and that will be the ultimate game changer. ChatGPT is changing everything and has already helped me in so many ways every day from simple things to much more complex tasks. I understand people’s anxieties about AI and the inevitability of AGI but I for one am so excited to see what the future brings!,5
2023-05-18 17:20:00,Functional but lacks basic features,"It’s basically the purely distilled chatbot from GPT. No options to enable plugins or web browsing yet. Also it’s annoying how the app automatically switches from system light to system dark mode. there should be a toggle to allow the user to permanently keep it in dark mode if they want! I would also like to see an ability to search thru past chats and index them, so i can find a specific chat just by typing in a keyword. it is tedious scrolling thru the history to find the one chat you want.",3
2023-05-24 02:31:38,ChatGPT is good.,This app is quite quick for an AI software that has to answer questions such as “Tell me about the Teutonic Order” or “What is the Turing test?”. AI these day surprise me everyday it evolves. The only problem is that it keeps telling me that it can only tell you events that happened before September 2021 so if there is ever a big event that’s going to happen ChatGPT is not going to know about it unless the developers keep up with the news.,5
2023-06-19 19:49:47,Incomplete AI,"For a Chat AI it is limited in the ways of thinking and tends to repeat itself. I find this annoying and also useless as in conversations it will be discriminatory towards certain ways of thinking due to policy and social standards. This limiting it’s own form of chatting and understanding, although it’s cool in some areas but it’s ignorant in social justice and acceptance as well as understandings of science. There can be far better chat AIs that aren’t discriminatory towards those it doesn’t understand, such as the derogatory term of “cisgenders” instead of straight male or females and the rights in which they have. Instead it tends to favor those of transgenders even if it’s harmful to a normal men and women.",1
2023-05-20 01:05:25,"Generally good, but need improvements","I hope these are added: 1. ability to edit my own replies and create variations; 2. ability to use Browsing and Plugins as a Plus user; 3. Display different GPT logos just like the web app to distinguish between them; 4. improve the gui, maybe display the chat title on top, add another menu to quickly switch between different chats (current chat history is inside the settings, which makes it harder to reach)",4
2023-05-18 20:48:13,Finally here,"For now, I only managed to get it using the US store. This is a game-changer for how we interact with AI technology. 📱

The app syncs your history across devices and includes the latest model improvements. What's more, it has integrated Whisper, OpenAI's open-source speech-recognition system, for voice input, and a cool haptic response for when an answer is generated. This is a huge step forward in making AI more accessible and user-friendly. 🗣️",5
2023-07-16 22:32:03,Restricts free speech,"This application can come in very handy when one is trying to enhance writing, however, let there be no doubt it’s overly sensitive and considers many things “offensive”. For example, writing about different religions it will refuse to touch that subject because it could be considered “hate”. Just another form of control by the people controlling a narrative. Even a word on a neutral subject and it will reject it. There is something here potentially but the suppression of ideas, words, and thoughts makes this lack in true potential.",3
2023-06-13 07:27:17,The Real deal,"If you’re looking for ChatGpt then this is the real deal! Do not be misled by the multiple AI chatbots in the store and some that claim Gpt as an interface. 

If you want GPT 4 then there is a premium plan with access. The premium plan is worth it! (Cheaper in some cases than many of these so called ChatGPT apps that are nothing more than a money grift)

The IOS version work great on my iPhone 14 Pro Max. You can also chat with GPT at your desktop!",5
2023-06-02 15:03:52,Far easier than website,"The app version of ChatGPT is far quicker to get to than the website, and it works just as well. Being able to open this at any time and begin talking to GPT within 5 seconds is great. My only complaint is that the history regarding previous conversations isn’t as straightforward, and I wish there was a way to manually save conversations.",5
2023-05-19 15:06:44,Fantastic app!,"I love the haptic feedback when the model is ""typing,"" nice touch! 
Would love to hear a sound when a generation is complete though. 
Additionally, given that it uses Whisper and Whisper is amazing, could we see hands-free access sometime soon? Would love to be able to open the app, hit the dictation button and talk to Chatgpt while on the go. Bing Chat lets you do this (kind of) but the speach recognition they use is awful!",5
2023-05-19 07:21:02,My external brain,"This app's simple design is truly amazing! It has become an essential tool for me in my work, and I can't imagine being without it. I love how the pages are clean and free from any ads.🥳👏

 Additionally, I'm thrilled that all my conversation history is still accessible. and I do hope that the developers will open up the plugins to all users soon. I'm eagerly looking forward to trying them out as a free user.🥹🥹🥹",5
2023-06-23 03:32:39,Great translator.,I used to use google translate with some of my employees when needing to clarify a specific task. And once I made the leap over to chat gpt. I asked my guys if they noticed a difference in my Spanish texts I send them. They said it’s day and night difference. No comparison. I no longer have miscommunication issues. It’s an outstanding app. For English to Spanish. Vice Versa. I copy and paste their texts and translates to perfect English.,5
2023-06-04 20:33:40,Deletion does not work,"The app has a minimalistic design with only a few features, which is something I appreciate. However, one of these features, the deletion option, does not function properly. Upon turning off ""Chat History and Training,"" selecting the option to delete a conversation by clicking on the three dots and pressing ""Delete"" fails to perform the task. Instead, users are required to go through the process of accessing ""Settings,"" navigating to ""Data Controls,"" and ultimately choosing ""Clear chat history"" to fully delete a conversation.",2
2023-05-19 03:32:13,Mostly Great,"Seems like two features were left out that would majorly improve functionality and would also be very easy to include..

1. I can speak to it, but it can’t speak back? Seems a bit limited unnecessarily. I wanna explore ideas without being handcuffed to a screen. And with all the insane tech involved, I would think Text-To-Speech should be almost a given.

2. Plug-ins are usable in chats that already have them from the website version, but I can’t start new chats with plug-ins in the app? Seems arbitrary.",3
2023-06-01 09:07:33,"Fantastic, but it needs an iPad version!!","I’m very impressed with the simple, straightforward UI of this app. It’s almost no different at all from the open ai desktop site. It’s really great to use on my phone, and sure, my iPad (blown up).

But I have to copy paste the generated text often on my iPad, and there isn’t a way to put this app and the app im pasting into side by side for easy flow.

Devs, please don’t abandon iPad users! It’s so close to perfect!!",5
2023-05-25 01:33:08,"Works great, but accessing the history is slightly annoying","The app works great and provides *some* of the functionality that the website gives, but accessing the history and other chats is a little difficult compared to the web app. I personally think it’s better as a hamburger menu on the top of the screen instead of through a drop-down menu. I also wish that this application had multiple different themes, such as the one on the official website",3
2023-05-18 22:51:16,Fantastic app with some improvements needed,"This is such a great app to have on your phone! However, it is lacking a few things right now. OpenAI, here are three ways I’d love to see the app improved, please:
1. Widgets for the Lock Screen and Home Screen (including one that automatically begins recording a voice prompt on press)
2. Support for Siri Shortcuts
3. Image-creation ability in app
4. Ability to see text as it’s dictated",5
2023-05-19 19:58:07,My phone heats up like crazy when using this app,"Not sure why but my phone heats up like crazy when using this app. I’ll have to try turning the haptics off and seeing if that helps. That doesn’t happen when using the website so I think I’ll mostly stick to using the website. 

I also think the app could use some better UI. It’s a bit too sparse and minimalistic. There should be more visible UI elements where you can see how to navigate the app including chat history, starting a new chat etc.",3
2023-05-25 07:55:09,The Perfect App,"After using this app, I was surprised. It's not perfect, although I only use ChatGPT3.5, but this version is enough for me to solve a lot of problems, for example, the common file between Windows and macOS. It always gives me the answer I want, I love it, I will use it constantly, and when I feel inadequate, I will also pay for the ChatGPT4 version, hoping to keep improving. Thank you 🙏",5
2023-07-07 21:36:27,"Good, but not great for now","I’ve been enjoying the app so far, but there are definitely a few bugs to fix. Sometimes the text seems too clutter and is not divided by using BOLD letters or better spacing.

Also, it was not intuitive to start a new conversation. I have to click 2 to 3 times when in reality it would be 10 times better by having an icon on the screen always present to start a new conversation.",4
2023-06-11 23:05:14,Apple Watch support?,"• greetings, thank you guys for your hard work and your engineering efforts on getting this app up and running on this platform and the efficient use of the arrangement when using ♥️ however, it would be interesting to have a wrist support assistant I hope and a lot of other people would appreciate that I have no doubt. So I will leave that under y’all’s capable hands.
Thank you, and for a intelligent tomorrow… on Earth 😉🫱🏻‍🫲🏾🌎🌍🌏🦾🤖",4
2023-05-19 16:01:14,An official one is what we needed.,"After so much of seeing mostly fake alterations of ChatGPT that “claim” to provide the same features that the original has, it would always come down with a method of paying a subscription. No longer is the case with this app, being the official.

Only thing I may see needing to be added is the ability to edit inputs that were asked.",5
2023-05-19 04:27:15,Just like online,"I honestly don’t see any difference in using this app and the free online version of Chat GPT. I like that the app gives very fast responses and makes knowing that I have the best AI right at fingertips. Very useful tool to make answering questions easier and feel like I have an actual assistant with me. Something about ChatGPT, that gives its responses feel personal and feel like I’m talking to a real person.",5
2023-05-19 01:13:13,use chatgpt  to write judge,OpenAI’s engineers have done an exceptional job in developing and refining this AI language model. Their expertise and dedication are evident in the impressive capabilities and improvements of the model. The engineers have successfully created a reliable and versatile tool that can assist users across various domains and provide helpful information. I appreciate the continuous efforts of OpenAI’s engineers in enhancing the AI model and making it more valuable to users like yourself.,5
2023-07-01 12:57:58,It Keeps Improving,"And I’m confident it will keep getting better, have patience people. Nothing is perfect out the gate and they have made so much progress on making this better. Feedback helps so send your feedback. I don’t work for them but I see people with too high of expectations on this. It’s a work in progress, keep that in find because this is not yet a finished project but an always growing and evolving endeavor, just like us",4
2023-06-04 00:00:18,The future,"Extremely fast and responsive: it’s limited to September 21 hoping it gets an upgrade: been brainstorming, some ideas, and it’s been great. It’s like a human companion in your pocket. I’ve had some unique conversations with true facts. I think it all depends on who is putting in the data. hopefully the door will be open soon, so AI can see both sides of a coin.

The future is finally here",5
2023-05-20 20:22:02,Overall Great App! But it doesn’t support plugins,"This app has won me over with its sleek design and user-friendly interface, not to mention the seamless integration of OpenAI into an iOS application. It's on the brink of earning a five-star rating from me, but it falls just short due to the absence of plug-in support - a feature I frequently utilize. As a GPT+ user, I'm hopeful that future updates will introduce this functionality, along with additional features to enhance the user experience.",4
2023-06-08 13:30:26,Amazing update! Just one problem…,"The recent update adding Shortcuts integration and iPad support is amazing! For some reason though, the shortcuts actions only works on iPhone, but not iPad. Hopefully a bug fix will take care of that quickly. 

Also, I’d like the option to choose if the conversation is saved to chat history or not from Shortcuts. 

Other that that, this is an amazing update!

ORIGINAL REVIEW:
Overall, the official ChatGPT app is very good. It feels very streamlined, and the haptic feedback is a nice (optional) touch. A free things I want to see from this app: - iPad optimized version. The current experience on iPad is very poor, being only able to have an iPhone sized window. - Shortcuts Actions. Shortcuts actions from the official ChatGPT app in the feature I’d love to see added most.",4
2023-05-30 07:09:09,Good!,"Love what OpenAI is doing with ChatGPT and I'm grateful to finally have their official app! 😄 It would be great to see the app's functionality evolve to be more similar to OpenAI's mobile website. Having a UI closer to the mobile web design, with a convenient hamburger menu on the top left to access chat history, would greatly enhance the user experience. Currently, the app seems to struggle in generating titles for recent conversations in the chat history section.",4
2023-05-20 16:54:21,Substantial improvement over the web version,"Feature request: make it easier to use dictation. It is awesome how it works and translates things on the fly. Much better than iOS built in dictation.

- Make the button to dictate bigger. (Can be configurable)
- Make it harder to accidentally erase what you just dictated
- make it easier to send what you dictated after you’ve reviewed it",5
2023-05-19 05:31:24,Definitely the best app!,"After merely the trial of a couple of hours, I decided to subscribe the service since it offered the original GPT answers which are impressively accurate and meeting my requirements. Without granting API keys to other apps, the usage would be more secure and the privacy concerns are not as serious problem as other platforms. One more expectation is the Mac app! I can't wait to chat with GPT on the Mac!",5
2023-05-19 02:49:00,Clean and smooth GUI however heating up Phone,App is working flawlessly and very fast too. Like the way it generates response and more importantly keeps a track of all queries asked so we can quickly revisit the responses however only issue I identified is that it heats up the phone quickly and you can easily feel the heat so I am suspicious if we can continuously use for longer period.,5
2023-05-26 05:09:04,"A bit flawed, hope to upgrade","This experience is very good, but there are still some small flaws and deficiencies. The amount of knowledge of this chatGPT will stop in 2021. It is a bit out of step with the pace of the times. I don’t understand current political hotspots. I hope it can be upgraded more. All in all, I still like it very much, and the values ​​are very objective, very, very good.",5
2023-05-20 16:14:56,Haptic feedback was a nice touch,"When the AI is responding, you phone kind of vibrates whenever it’s typing. I like it! Whisper being apart of the app is cool too, I’ve been wanting to try it. For some reason though, there’s a character limit and it doesn’t process if it’s too long. I also would like plug-ins and web browsing to be in option within the app too. Overall, great app.",5
2023-05-24 11:28:43,Use of AI to gain money from students and robbed of creativity,"If already handled by y’all cause a pretty big topic, honestly don’t care .. look at the one episode of South Park episodes which I know you’ve at least heard of and it’s many points.. main point is at the end where you a *corporation can take a product, push it out to get ahead to make money obvious expenses.* which quoted by South Park will be at the cost of KEEPING kids in their dumb stage and lazy..  get rid of the app, AI is not for every single person to download at their disposal so with the least little bit of respect, stop being corrupted and become human beings again…",1
